query_id,dataset,query,select,from,where,select_from,in_job,in_job_extended,in_job_light,in_job_light_ranges,in_job_m,has__not_like,has__like,has__between,has__not_in,has__in,has__or,has__group_by,has__inequality,has__range,has__is_null,has__is_not_null
774,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year=2007.0 AND mc.company_type_id=1 AND mi.info_type_id=16",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year=2007.0 AND mc.company_type_id=1 AND mi.info_type_id=16,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
775,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=101 AND mk.keyword_id=13037 AND mi.info_type_id=106",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=101 AND mk.keyword_id=13037 AND mi.info_type_id=106,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
776,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mi.info_type_id=107 AND t.phonetic_code>='R2353' AND t.production_year<=2006.0 AND mk.keyword_id=8235",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mi.info_type_id=107 AND t.phonetic_code>='R2353' AND t.production_year<=2006.0 AND mk.keyword_id=8235,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
777,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mi.info_type_id=46 AND t.phonetic_code<='F6562'",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mi.info_type_id=46 AND t.phonetic_code<='F6562',"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
778,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mi_idx.info_type_id=99 AND t.production_year<=2008.0 AND t.phonetic_code<='R3143' AND mc.company_type_id=1",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mi_idx.info_type_id=99 AND t.production_year<=2008.0 AND t.phonetic_code<='R3143' AND mc.company_type_id=1,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
779,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=101 AND mi.info_type_id=15 AND mc.company_type_id=1 AND t.phonetic_code<='D625'",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=101 AND mi.info_type_id=15 AND mc.company_type_id=1 AND t.phonetic_code<='D625',"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
780,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mk.keyword_id=6510 AND t.phonetic_code>='Q63' AND t.production_year>=1981.0 AND mc.company_type_id=1 AND mi_idx.info_type_id=101",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mk.keyword_id=6510 AND t.phonetic_code>='Q63' AND t.production_year>=1981.0 AND mc.company_type_id=1 AND mi_idx.info_type_id=101,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
781,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi.info_type_id=9 AND mk.keyword_id=141 AND t.kind_id=3 AND mc.company_type_id=1 AND mi_idx.info_type_id=100 AND t.phonetic_code<='O5132'",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi.info_type_id=9 AND mk.keyword_id=141 AND t.kind_id=3 AND mc.company_type_id=1 AND mi_idx.info_type_id=100 AND t.phonetic_code<='O5132',"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
782,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=101 AND t.phonetic_code>='R4534' AND mi.info_type_id=16 AND t.production_year>=2008.0 AND mk.keyword_id=31405 AND mc.company_type_id=1",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=101 AND t.phonetic_code>='R4534' AND mi.info_type_id=16 AND t.production_year>=2008.0 AND mk.keyword_id=31405 AND mc.company_type_id=1,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
783,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=11859 AND t.kind_id=1 AND mc.company_type_id=1 AND t.phonetic_code<='B4365' AND mi_idx.info_type_id=112 AND mi.info_type_id=17",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=11859 AND t.kind_id=1 AND mc.company_type_id=1 AND t.phonetic_code<='B4365' AND mi_idx.info_type_id=112 AND mi.info_type_id=17,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
784,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mc.company_type_id=1 AND t.phonetic_code='T6521' AND mi_idx.info_type_id=101 AND mk.keyword_id=95084 AND t.production_year<=2007.0",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mc.company_type_id=1 AND t.phonetic_code='T6521' AND mi_idx.info_type_id=101 AND mk.keyword_id=95084 AND t.production_year<=2007.0,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
785,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi.info_type_id=5 AND t.production_year<=2011.0 AND mk.keyword_id=2891 AND mi_idx.info_type_id=100 AND mc.company_type_id=1",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi.info_type_id=5 AND t.production_year<=2011.0 AND mk.keyword_id=2891 AND mi_idx.info_type_id=100 AND mc.company_type_id=1,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
786,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi.info_type_id=106 AND mi_idx.info_type_id=101 AND t.kind_id=1",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi.info_type_id=106 AND mi_idx.info_type_id=101 AND t.kind_id=1,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
787,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=569 AND t.phonetic_code>='Q42' AND mc.company_type_id=1 AND t.production_year>=2000.0 AND mi.info_type_id=15",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=569 AND t.phonetic_code>='Q42' AND mc.company_type_id=1 AND t.production_year>=2000.0 AND mi.info_type_id=15,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
788,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=100 AND mc.company_type_id=1 AND t.kind_id=6 AND t.production_year>=2004.0 AND mi.info_type_id=15",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=100 AND mc.company_type_id=1 AND t.kind_id=6 AND t.production_year>=2004.0 AND mi.info_type_id=15,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
789,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year<=1987.0 AND mi_idx.info_type_id=99 AND mc.company_type_id=1 AND t.kind_id=1",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year<=1987.0 AND mi_idx.info_type_id=99 AND mc.company_type_id=1 AND t.kind_id=1,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
790,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi.info_type_id=17 AND t.production_year>=1962.0 AND mc.company_type_id=1 AND mi_idx.info_type_id=100 AND t.phonetic_code<='M5234' AND t.kind_id=1",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi.info_type_id=17 AND t.production_year>=1962.0 AND mc.company_type_id=1 AND mi_idx.info_type_id=100 AND t.phonetic_code<='M5234' AND t.kind_id=1,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
791,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND t.phonetic_code<='D6252' AND mk.keyword_id=723",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND t.phonetic_code<='D6252' AND mk.keyword_id=723,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
792,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code<='K5263' AND t.production_year>=2004.0 AND mk.keyword_id=1767",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code<='K5263' AND t.production_year>=2004.0 AND mk.keyword_id=1767,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
793,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mi.info_type_id=54 AND t.kind_id=1 AND t.production_year<=1989.0 AND mk.keyword_id=16322 AND t.phonetic_code>='L3456'",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mi.info_type_id=54 AND t.kind_id=1 AND t.production_year<=1989.0 AND mk.keyword_id=16322 AND t.phonetic_code>='L3456',"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
794,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=2128 AND t.production_year=2010.0 AND mi.info_type_id=16 AND mc.company_type_id=1",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=2128 AND t.production_year=2010.0 AND mi.info_type_id=16 AND mc.company_type_id=1,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
795,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=99 AND mc.company_type_id=1 AND mi.info_type_id=108 AND t.kind_id=1",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=99 AND mc.company_type_id=1 AND mi.info_type_id=108 AND t.kind_id=1,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
796,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year<=2002.0 AND mi_idx.info_type_id=101 AND mk.keyword_id=3117",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year<=2002.0 AND mi_idx.info_type_id=101 AND mk.keyword_id=3117,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
797,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code>='G5353' AND t.production_year<=1939.0 AND mc.company_type_id=1 AND t.kind_id=1 AND mi_idx.info_type_id=99 AND mi.info_type_id=15",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code>='G5353' AND t.production_year<=1939.0 AND mc.company_type_id=1 AND t.kind_id=1 AND mi_idx.info_type_id=99 AND mi.info_type_id=15,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
798,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code='C6416' AND mi.info_type_id=15 AND t.production_year=2007.0 AND mk.keyword_id=17454 AND mi_idx.info_type_id=100",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code='C6416' AND mi.info_type_id=15 AND t.production_year=2007.0 AND mk.keyword_id=17454 AND mi_idx.info_type_id=100,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
799,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=55186 AND t.production_year=2012.0 AND mi.info_type_id=15 AND t.phonetic_code>='M5142' AND mc.company_type_id=1 AND mi_idx.info_type_id=101",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=55186 AND t.production_year=2012.0 AND mi.info_type_id=15 AND t.phonetic_code>='M5142' AND mc.company_type_id=1 AND mi_idx.info_type_id=101,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
800,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code>='I5123' AND t.kind_id=1 AND mi.info_type_id=13 AND t.production_year<=2009.0",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.phonetic_code>='I5123' AND t.kind_id=1 AND mi.info_type_id=13 AND t.production_year<=2009.0,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
801,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=465 AND t.phonetic_code<='T2315' AND mi_idx.info_type_id=101 AND mc.company_type_id=1",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=465 AND t.phonetic_code<='T2315' AND mi_idx.info_type_id=101 AND mc.company_type_id=1,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
802,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year<=1997.0 AND mi_idx.info_type_id=100 AND mc.company_type_id=2",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year<=1997.0 AND mi_idx.info_type_id=100 AND mc.company_type_id=2,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
803,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=10925 AND mi.info_type_id=107 AND t.production_year<=1989.0",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mk.keyword_id=10925 AND mi.info_type_id=107 AND t.production_year<=1989.0,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
